Company Name;Company Code;HFM Entity Code;Currency;Dcoument Type;Debit/Credit indicator;Gross Value in Local Currency;Net Value in Local Currency;Gross Value in GBB;Net Value in GBB;Clearing Date;Document Date;Document Recipt Date;Due Date;Payment Date;Payment Terms Code;Payment Method Code;Trading Partner;Customer Code;Customer Name;SAP Reference Number;SAP Document Number
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22300.00;                        22300;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;PHUFUS;0700000145
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      6300.00;                         6300;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700000146
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1730.00;                         1730;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700000147
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                        90.00;                           90;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700000148
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1100.00;                         1100;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700000149
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8700.00;                         8700;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700000150
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700000151
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700000152
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19100.00;                        19100;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000153
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     35400.00;                        35400;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000154
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4250.00;                         4250;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000155
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       140.00;                          140;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000156
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     23300.00;                        23300;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000157
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000158
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000159
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2000.00;                         2000;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000160
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       180.00;                          180;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000161
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19962.10;                      19962.1;;;29/09/2021;22/06/2021;28/06/2021;15/07/2021;29/09/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;AR0022;0700000166
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25069.06;                     25069.06;;;30/07/2021;22/06/2021;28/06/2021;15/07/2021;30/07/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0023;0700000167
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     30284.53;                     30284.53;;;28/10/2021;22/06/2021;28/06/2021;15/07/2021;28/10/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0024;0700000168
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25988.46;                     25988.46;;;30/07/2021;22/06/2021;28/06/2021;15/07/2021;30/07/2021;GB06;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0025;0700000169
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4717.03;                      3984.39;;;30/07/2021;29/06/2021;29/06/2021;15/07/2021;30/07/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0026;0700000175
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       353.14;                       353.14;;;30/07/2021;29/06/2021;29/06/2021;15/07/2021;30/07/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0027;0700000176
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       223.62;                       186.35;;;30/07/2021;29/06/2021;29/06/2021;15/07/2021;30/07/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0028;0700000177
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1270.83;                      1270.83;;;30/07/2021;30/06/2021;30/06/2021;30/06/2021;30/07/2021;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;AR0029;0700000178
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1270.83;                      1270.83;;;30/07/2021;30/06/2021;30/06/2021;30/06/2021;30/07/2021;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;AR0030;0700000179
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5680.07;                      5680.07;;;05/10/2021;30/06/2021;30/06/2021;30/06/2021;05/10/2021;;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;AR0031;0700000180
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22393.78;                     22393.78;;;24/11/2021;30/06/2021;30/06/2021;15/07/2021;24/11/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;AR0033;0700000182
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3050.00;                         3050;;;24/11/2021;30/06/2021;30/06/2021;15/07/2021;24/11/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;AR0034;0700000183
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       645.83;                       645.83;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000186
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       645.83;                       645.83;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000187
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1550.00;                         1550;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000188
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     13791.55;                     13791.55;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000189
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      2886.59;                      2886.59;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;;0700000190
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     13130.22;                     13130.22;;;30/06/2021;30/06/2021;30/06/2021;30/06/2021;30/06/2021;;Bank Transfer;YES;0000101639;D S Smith AD Skopje;;0700000191
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     84629.57;                     84629.57;;;19/08/2021;14/07/2021;14/07/2021;15/09/2021;19/08/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;AR0035;0700000230
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18577.22;                     18577.22;;;27/09/2021;14/07/2021;14/07/2021;15/09/2021;27/09/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;AR0036;0700000231
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     78219.57;                     78219.57;;;19/08/2021;14/07/2021;14/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;AR0037;0700000232
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2341.72;                       1996.9;;;19/08/2021;14/07/2021;14/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;AR0038;0700000233
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4542.54;                      3810.38;;;19/08/2021;30/07/2021;30/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0039;0700000236
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       353.14;                       353.14;;;19/08/2021;30/07/2021;30/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0040;0700000237
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       328.68;                        273.9;;;19/08/2021;30/07/2021;30/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0041;0700000238
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4704.21;                      3924.18;;;19/08/2021;30/07/2021;30/07/2021;15/08/2021;19/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0042;0700000239
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9300.00;                         9300;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700000240
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22500.00;                        22500;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700000241
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25800.00;                        25800;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700000242
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3100.00;                         3100;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700000243
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21600.00;                        21600;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700000244
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5700.00;                         5700;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700000245
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700000246
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700000247
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       380.00;                          380;;;26/08/2021;30/07/2021;30/07/2021;15/09/2021;26/08/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700000248
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      7000.00;                         7000;;;26/08/2021;30/07/2021;30/07/2021;15/09/2021;26/08/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700000249
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19500.00;                        19500;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700000250
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19000.00;                        19000;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700000251
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22300.00;                        22300;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;PHUFUS;0700000252
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      6300.00;                         6300;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700000253
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1730.00;                         1730;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700000254
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                        90.00;                           90;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700000255
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1100.00;                         1100;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700000256
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8700.00;                         8700;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700000257
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700000258
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700000259
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19100.00;                        19100;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000260
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     35400.00;                        35400;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000261
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4250.00;                         4250;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000262
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       140.00;                          140;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000263
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     23300.00;                        23300;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000264
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000265
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000266
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2000.00;                         2000;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000267
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       180.00;                          180;;;26/08/2021;30/07/2021;30/07/2021;15/08/2021;26/08/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000268
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     15215.68;                     15215.68;;;27/09/2021;30/07/2021;31/07/2021;15/08/2021;27/09/2021;GB06;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0043;0700000271
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     33758.75;                     33758.75;;;29/09/2021;30/07/2021;31/07/2021;15/08/2021;29/09/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;AR0044;0700000272
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/09/2021;31/07/2021;31/07/2021;15/08/2021;30/09/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000275
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/09/2021;31/07/2021;31/07/2021;15/08/2021;30/09/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000276
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1550.00;                         1550;;;01/10/2021;31/07/2021;31/07/2021;15/08/2021;01/10/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000277
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13791.55;                     13791.55;;;01/10/2021;31/07/2021;31/07/2021;15/08/2021;01/10/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000278
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2886.59;                      2886.59;;;05/10/2021;31/07/2021;31/07/2021;31/07/2021;05/10/2021;;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;;0700000279
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13130.22;                     13130.22;;;30/09/2021;31/07/2021;31/07/2021;15/08/2021;30/09/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;;0700000280
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     41963.00;                        41963;;;27/09/2021;04/08/2021;25/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0046;0700000324
